idade,genero,estado_civil,regiao,renda_mensal,nivel_educacional,perfil_investidor,tempo_experiencia_mercado,valor_total_investido,objetivo_principal,setores_preferenciais,frequencia_operacoes,conhecimento_mercado,usa_analise_tecnica,usa_analise_fundamentalista
64,Feminino,Solteiro,Sul,6352.4,Fundamental,Arrojado,17.7,839194.26,Educação dos Filhos,Varejo,Anual,Médio,Sim,Sim
75,Feminino,Casado,Sul,9251.61,Pós-graduado,Agressivo,27.1,93948.45,Compra de Imóvel,Construção Civil,Mensal,Baixo,Não,Sim
23,Feminino,Solteiro,Sul,20051.81,Superior Incompleto,Arrojado,24.8,795565.37,Compra de Imóvel,Papel e Celulose,Semanal (Swing Trade),Alto,Sim,Sim
74,Feminino,Solteiro,Sul,20837.47,Fundamental,Conservador,15.4,748988.17,Viagem,Construção Civil,Ocasional (Buy and Hold),Baixo,Não,Sim
64,Outro,Divorciado,Sul,37304.47,Médio,Moderado,9.0,312507.2,Aposentadoria,Energia Elétrica,Anual,Alto,Não,Sim
22,Outro,Divorciado,Nordeste,22653.61,Fundamental,Conservador,24.9,855245.73,Compra de Imóvel,Saneamento,Anual,Baixo,Sim,Não
63,Outro,Viúvo,Centro-Oeste,31504.41,Pós-graduado,Arrojado,23.6,548370.66,Viagem,Financeiro,Ocasional (Buy and Hold),Baixo,Não,Não
72,Outro,Casado,Sul,33342.84,Pós-graduado,Arrojado,26.9,369601.66,Reserva de Emergência,Tecnologia,Mensal,Alto,Não,Sim
61,Outro,Divorciado,Norte,38083.27,Superior Incompleto,Agressivo,26.1,749903.17,Curto Prazo,Papel e Celulose,Semanal (Swing Trade),Médio,Sim,Não
29,Masculino,Solteiro,Norte,39213.21,Pós-graduado,Arrojado,10.5,960717.55,Educação dos Filhos,Commodities,Day Trade,Alto,Não,Sim
23,Masculino,Solteiro,Nordeste,23029.84,Pós-graduado,Conservador,0.4,435070.9,Compra de Imóvel,Outro,Semanal (Swing Trade),Médio,Não,Não
48,Feminino,Divorciado,Norte,1511.13,Fundamental,Arrojado,22.9,475772.7,Compra de Imóvel,Outro,Ocasional (Buy and Hold),Baixo,Sim,Sim
31,Outro,Viúvo,Centro-Oeste,5021.68,Fundamental,Arrojado,3.1,743996.62,Renda Passiva,Commodities,Day Trade,Médio,Não,Sim
36,Outro,Divorciado,Centro-Oeste,12613.02,Superior Incompleto,Conservador,8.6,691679.48,Diversificação,Outro,Day Trade,Médio,Não,Não
64,Feminino,Solteiro,Nordeste,7389.03,Superior Incompleto,Agressivo,24.2,489237.9,Viagem,Varejo,Ocasional (Buy and Hold),Alto,Sim,Não
26,Feminino,Divorciado,Centro-Oeste,19243.09,Fundamental,Arrojado,16.4,627693.08,Diversificação,Financeiro,Anual,Médio,Não,Não
58,Outro,Viúvo,Sudeste,29834.01,Pós-graduado,Moderado,9.9,915145.85,Aposentadoria,Financeiro,Ocasional (Buy and Hold),Baixo,Sim,Não
55,Masculino,Viúvo,Sudeste,3192.17,Fundamental,Moderado,9.9,770493.59,Reserva de Emergência,Saneamento,Mensal,Médio,Sim,Sim
32,Feminino,Solteiro,Sudeste,15327.25,Superior Incompleto,Agressivo,21.4,307876.28,Aposentadoria,Varejo,Anual,Baixo,Não,Não
41,Masculino,Viúvo,Nordeste,5393.43,Fundamental,Moderado,23.1,54949.25,Educação dos Filhos,Financeiro,Mensal,Médio,Não,Não
35,Outro,Viúvo,Nordeste,17742.31,Superior Completo,Agressivo,29.6,124735.3,Viagem,Financeiro,Ocasional (Buy and Hold),Alto,Não,Não
56,Outro,Divorciado,Centro-Oeste,35235.34,Superior Completo,Moderado,14.5,874729.87,Viagem,Construção Civil,Anual,Médio,Sim,Não
57,Outro,Casado,Norte,16299.49,Médio,Moderado,0.7,480731.91,Curto Prazo,Financeiro,Day Trade,Médio,Sim,Sim
31,Masculino,Divorciado,Norte,39945.18,Superior Incompleto,Conservador,26.5,735985.36,Viagem,Energia Elétrica,Semanal (Swing Trade),Médio,Não,Não
43,Feminino,Viúvo,Nordeste,12257.67,Fundamental,Arrojado,15.2,323661.47,Diversificação,Saúde,Mensal,Médio,Não,Sim
37,Masculino,Viúvo,Sul,24158.19,Superior Incompleto,Conservador,21.5,186787.41,Renda Passiva,Construção Civil,Mensal,Baixo,Sim,Sim
38,Masculino,Viúvo,Sudeste,3719.78,Fundamental,Arrojado,1.4,737021.05,Viagem,Commodities,Day Trade,Alto,Sim,Sim
47,Outro,Divorciado,Centro-Oeste,25998.12,Superior Incompleto,Agressivo,14.2,800639.02,Reserva de Emergência,Papel e Celulose,Anual,Baixo,Sim,Não
68,Masculino,Solteiro,Norte,10664.3,Superior Incompleto,Moderado,19.4,594968.85,Reserva de Emergência,Commodities,Semanal (Swing Trade),Médio,Sim,Sim
56,Outro,Divorciado,Norte,6998.62,Superior Incompleto,Moderado,24.7,405442.13,Curto Prazo,Saúde,Semanal (Swing Trade),Baixo,Não,Não
74,Masculino,Casado,Nordeste,35823.99,Fundamental,Conservador,0.6,605882.95,Reserva de Emergência,Energia Elétrica,Mensal,Médio,Não,Não
27,Masculino,Casado,Nordeste,37361.62,Médio,Arrojado,3.0,829498.36,Aposentadoria,Varejo,Mensal,Baixo,Não,Sim
22,Feminino,Divorciado,Sudeste,33625.42,Superior Incompleto,Arrojado,14.5,231203.34,Educação dos Filhos,Financeiro,Ocasional (Buy and Hold),Baixo,Não,Não
43,Masculino,Divorciado,Sudeste,11599.89,Fundamental,Conservador,23.0,857882.94,Renda Passiva,Papel e Celulose,Semanal (Swing Trade),Médio,Não,Não
73,Outro,Solteiro,Norte,9901.57,Médio,Agressivo,4.5,18657.52,Educação dos Filhos,Varejo,Anual,Baixo,Sim,Sim
35,Outro,Casado,Norte,24224.41,Médio,Moderado,8.3,105194.38,Viagem,Financeiro,Day Trade,Médio,Sim,Sim
59,Outro,Viúvo,Centro-Oeste,12284.33,Superior Completo,Agressivo,19.4,501772.19,Educação dos Filhos,Financeiro,Ocasional (Buy and Hold),Baixo,Não,Não
22,Masculino,Divorciado,Sudeste,35410.99,Fundamental,Moderado,0.1,798715.08,Aposentadoria,Energia Elétrica,Day Trade,Baixo,Sim,Sim
40,Masculino,Casado,Sudeste,25556.29,Médio,Arrojado,16.4,708600.39,Reserva de Emergência,Saneamento,Anual,Médio,Não,Sim
71,Feminino,Divorciado,Nordeste,6345.82,Pós-graduado,Agressivo,28.9,419855.38,Aposentadoria,Tecnologia,Ocasional (Buy and Hold),Baixo,Não,Não
55,Masculino,Divorciado,Norte,12880.93,Médio,Conservador,18.5,142554.29,Curto Prazo,Commodities,Semanal (Swing Trade),Baixo,Não,Não
33,Outro,Casado,Nordeste,12507.05,Pós-graduado,Moderado,13.1,899796.46,Educação dos Filhos,Varejo,Day Trade,Baixo,Não,Sim
66,Feminino,Casado,Centro-Oeste,34742.4,Fundamental,Conservador,27.8,997677.27,Renda Passiva,Papel e Celulose,Anual,Baixo,Não,Não
37,Masculino,Solteiro,Norte,23791.42,Fundamental,Agressivo,9.7,468056.82,Curto Prazo,Commodities,Anual,Alto,Não,Sim
24,Feminino,Solteiro,Nordeste,20195.55,Superior Completo,Arrojado,5.5,531710.7,Aposentadoria,Saneamento,Anual,Alto,Sim,Sim
35,Outro,Viúvo,Nordeste,27889.49,Médio,Arrojado,27.6,815129.63,Reserva de Emergência,Tecnologia,Anual,Baixo,Sim,Sim
32,Outro,Viúvo,Norte,6870.93,Superior Incompleto,Conservador,29.8,420311.36,Reserva de Emergência,Outro,Anual,Médio,Sim,Sim
24,Masculino,Viúvo,Sul,26921.17,Fundamental,Conservador,11.7,747109.67,Reserva de Emergência,Tecnologia,Mensal,Baixo,Sim,Sim
34,Outro,Casado,Centro-Oeste,37846.05,Fundamental,Arrojado,2.7,132682.41,Aposentadoria,Outro,Mensal,Alto,Sim,Não
54,Masculino,Viúvo,Centro-Oeste,34429.47,Superior Incompleto,Conservador,14.9,485215.89,Compra de Imóvel,Outro,Day Trade,Baixo,Sim,Sim
18,Masculino,Solteiro,Sudeste,7597.15,Superior Completo,Conservador,1.8,958515.64,Renda Passiva,Outro,Anual,Baixo,Não,Não
24,Masculino,Solteiro,Centro-Oeste,24372.62,Médio,Moderado,7.1,914639.45,Renda Passiva,Construção Civil,Semanal (Swing Trade),Médio,Não,Não
45,Outro,Viúvo,Sudeste,35638.14,Superior Completo,Conservador,12.4,418621.31,Educação dos Filhos,Outro,Semanal (Swing Trade),Alto,Não,Sim
60,Feminino,Solteiro,Sul,1722.43,Superior Completo,Agressivo,18.4,982680.94,Curto Prazo,Tecnologia,Ocasional (Buy and Hold),Baixo,Sim,Sim
22,Feminino,Viúvo,Centro-Oeste,7518.84,Superior Completo,Arrojado,1.5,878337.45,Viagem,Outro,Day Trade,Baixo,Sim,Não
27,Masculino,Solteiro,Norte,7688.15,Fundamental,Conservador,4.3,611334.61,Renda Passiva,Saúde,Anual,Alto,Sim,Sim
38,Feminino,Solteiro,Centro-Oeste,15495.64,Fundamental,Conservador,4.2,679664.59,Diversificação,Varejo,Ocasional (Buy and Hold),Baixo,Não,Não
74,Outro,Divorciado,Nordeste,35981.06,Fundamental,Moderado,4.8,286055.06,Reserva de Emergência,Financeiro,Mensal,Alto,Não,Não
21,Outro,Casado,Norte,31867.45,Médio,Moderado,8.4,489099.22,Renda Passiva,Financeiro,Mensal,Baixo,Não,Sim
46,Feminino,Viúvo,Sudeste,16665.65,Pós-graduado,Arrojado,2.2,425788.59,Compra de Imóvel,Financeiro,Ocasional (Buy and Hold),Médio,Sim,Sim
68,Masculino,Casado,Norte,34054.21,Pós-graduado,Moderado,9.4,411757.79,Educação dos Filhos,Financeiro,Ocasional (Buy and Hold),Alto,Sim,Não
71,Masculino,Solteiro,Nordeste,22605.94,Pós-graduado,Moderado,0.1,808933.8,Aposentadoria,Papel e Celulose,Ocasional (Buy and Hold),Baixo,Não,Sim
36,Feminino,Solteiro,Nordeste,9038.72,Médio,Conservador,4.4,934218.47,Reserva de Emergência,Energia Elétrica,Day Trade,Baixo,Sim,Não
64,Feminino,Casado,Centro-Oeste,31778.83,Superior Incompleto,Arrojado,19.3,939989.86,Diversificação,Financeiro,Mensal,Alto,Sim,Sim
71,Masculino,Divorciado,Sul,18938.95,Superior Completo,Arrojado,0.5,721859.52,Viagem,Saneamento,Anual,Alto,Sim,Não
44,Feminino,Divorciado,Sul,29416.2,Superior Completo,Conservador,24.0,20618.35,Curto Prazo,Saneamento,Day Trade,Baixo,Sim,Sim
59,Feminino,Casado,Centro-Oeste,7845.77,Pós-graduado,Moderado,8.4,293212.59,Aposentadoria,Varejo,Mensal,Médio,Sim,Não
49,Feminino,Solteiro,Norte,20423.45,Fundamental,Moderado,17.9,660893.67,Compra de Imóvel,Outro,Day Trade,Alto,Sim,Não
60,Feminino,Divorciado,Norte,24830.91,Superior Incompleto,Arrojado,0.7,519307.58,Educação dos Filhos,Tecnologia,Day Trade,Baixo,Sim,Sim
55,Masculino,Divorciado,Centro-Oeste,7424.28,Superior Incompleto,Agressivo,19.2,906529.82,Reserva de Emergência,Saneamento,Anual,Baixo,Não,Sim
21,Feminino,Solteiro,Centro-Oeste,25087.93,Superior Incompleto,Agressivo,11.9,687320.74,Diversificação,Tecnologia,Ocasional (Buy and Hold),Médio,Não,Sim
46,Outro,Divorciado,Centro-Oeste,13761.58,Médio,Moderado,3.2,446757.85,Curto Prazo,Construção Civil,Mensal,Médio,Não,Sim
37,Feminino,Viúvo,Centro-Oeste,19354.31,Fundamental,Agressivo,8.5,636127.65,Renda Passiva,Varejo,Anual,Alto,Sim,Não
34,Masculino,Solteiro,Nordeste,33896.54,Médio,Arrojado,8.1,906226.19,Viagem,Saneamento,Semanal (Swing Trade),Alto,Não,Não
63,Feminino,Divorciado,Centro-Oeste,39616.06,Médio,Moderado,0.2,733515.43,Viagem,Outro,Ocasional (Buy and Hold),Médio,Sim,Sim
37,Outro,Divorciado,Sudeste,33583.55,Médio,Conservador,12.7,312226.6,Renda Passiva,Energia Elétrica,Anual,Baixo,Sim,Não
28,Outro,Viúvo,Nordeste,26375.31,Médio,Agressivo,17.6,773451.56,Viagem,Papel e Celulose,Day Trade,Médio,Sim,Sim
45,Feminino,Solteiro,Centro-Oeste,36573.96,Superior Incompleto,Arrojado,9.4,831716.91,Educação dos Filhos,Varejo,Anual,Baixo,Sim,Não
32,Outro,Solteiro,Centro-Oeste,12637.99,Médio,Agressivo,12.7,813599.64,Diversificação,Saúde,Day Trade,Alto,Não,Sim
47,Masculino,Solteiro,Nordeste,31478.39,Médio,Arrojado,27.7,416821.82,Diversificação,Financeiro,Semanal (Swing Trade),Baixo,Não,Não
45,Outro,Casado,Sudeste,2530.99,Fundamental,Conservador,27.7,73130.2,Renda Passiva,Papel e Celulose,Day Trade,Baixo,Não,Sim
38,Masculino,Casado,Sudeste,6790.68,Médio,Arrojado,12.4,39163.04,Viagem,Saúde,Ocasional (Buy and Hold),Baixo,Não,Não
68,Outro,Viúvo,Sul,39517.14,Fundamental,Moderado,26.4,505027.16,Viagem,Financeiro,Semanal (Swing Trade),Médio,Não,Não
29,Masculino,Viúvo,Norte,27654.63,Médio,Moderado,12.1,971031.56,Reserva de Emergência,Varejo,Anual,Médio,Sim,Sim
62,Feminino,Casado,Sul,26769.82,Pós-graduado,Arrojado,1.3,9401.77,Reserva de Emergência,Saúde,Mensal,Médio,Sim,Sim
67,Outro,Casado,Centro-Oeste,37206.08,Pós-graduado,Agressivo,22.9,358728.03,Curto Prazo,Commodities,Day Trade,Alto,Sim,Sim
57,Masculino,Solteiro,Nordeste,7571.03,Superior Incompleto,Agressivo,22.8,353104.91,Educação dos Filhos,Energia Elétrica,Ocasional (Buy and Hold),Médio,Sim,Não
30,Feminino,Divorciado,Centro-Oeste,28802.78,Médio,Conservador,27.0,33140.98,Compra de Imóvel,Energia Elétrica,Mensal,Alto,Sim,Sim
52,Outro,Solteiro,Sul,10536.66,Pós-graduado,Arrojado,29.4,471777.96,Diversificação,Saúde,Semanal (Swing Trade),Alto,Sim,Não
57,Feminino,Casado,Norte,3913.05,Médio,Agressivo,19.9,933533.82,Viagem,Tecnologia,Anual,Alto,Não,Não
55,Outro,Divorciado,Norte,5680.74,Superior Completo,Agressivo,29.1,972274.97,Renda Passiva,Outro,Mensal,Baixo,Sim,Não
52,Outro,Divorciado,Norte,9872.42,Pós-graduado,Conservador,5.0,986092.07,Viagem,Tecnologia,Ocasional (Buy and Hold),Baixo,Não,Não
52,Feminino,Solteiro,Centro-Oeste,5035.86,Pós-graduado,Agressivo,21.6,808688.29,Reserva de Emergência,Commodities,Ocasional (Buy and Hold),Baixo,Não,Não
38,Outro,Casado,Centro-Oeste,27972.01,Superior Incompleto,Moderado,0.9,836866.15,Educação dos Filhos,Saneamento,Mensal,Médio,Não,Não
33,Feminino,Divorciado,Sudeste,30700.16,Superior Incompleto,Moderado,22.3,717793.86,Renda Passiva,Construção Civil,Ocasional (Buy and Hold),Baixo,Não,Não
73,Masculino,Viúvo,Norte,20885.98,Pós-graduado,Moderado,10.7,949170.3,Viagem,Energia Elétrica,Semanal (Swing Trade),Médio,Sim,Não
61,Feminino,Casado,Sul,35486.84,Médio,Agressivo,28.7,689581.78,Viagem,Varejo,Day Trade,Alto,Não,Não
46,Masculino,Solteiro,Nordeste,30628.33,Pós-graduado,Agressivo,1.3,374693.79,Curto Prazo,Saneamento,Mensal,Alto,Sim,Sim
23,Feminino,Casado,Sul,20725.0,Fundamental,Moderado,16.7,975416.95,Diversificação,Tecnologia,Semanal (Swing Trade),Alto,Não,Não
43,Outro,Divorciado,Norte,25475.23,Médio,Agressivo,29.4,609121.47,Diversificação,Energia Elétrica,Ocasional (Buy and Hold),Alto,Sim,Sim
53,Masculino,Viúvo,Sudeste,30218.31,Superior Incompleto,Conservador,21.3,919722.95,Reserva de Emergência,Energia Elétrica,Anual,Alto,Não,Sim
52,Feminino,Solteiro,Sudeste,26468.63,Pós-graduado,Moderado,27.1,382677.94,Aposentadoria,Papel e Celulose,Anual,Baixo,Sim,Não
45,Feminino,Solteiro,Nordeste,2252.83,Superior Completo,Agressivo,20.4,13431.89,Reserva de Emergência,Energia Elétrica,Ocasional (Buy and Hold),Baixo,Sim,Não
40,Feminino,Solteiro,Centro-Oeste,30767.82,Pós-graduado,Agressivo,9.8,464041.08,Renda Passiva,Financeiro,Day Trade,Médio,Sim,Não
64,Outro,Casado,Sul,12284.34,Médio,Agressivo,14.4,110323.85,Aposentadoria,Varejo,Mensal,Médio,Não,Sim
68,Feminino,Solteiro,Sudeste,4443.75,Pós-graduado,Conservador,14.9,566466.03,Educação dos Filhos,Papel e Celulose,Anual,Médio,Não,Não
70,Feminino,Solteiro,Sudeste,33762.98,Fundamental,Moderado,17.5,558291.35,Viagem,Varejo,Anual,Alto,Sim,Sim
48,Outro,Casado,Nordeste,29171.71,Pós-graduado,Agressivo,21.0,88484.25,Compra de Imóvel,Varejo,Day Trade,Médio,Sim,Não
24,Outro,Solteiro,Sudeste,19222.47,Superior Completo,Arrojado,9.3,659879.91,Curto Prazo,Saneamento,Ocasional (Buy and Hold),Baixo,Não,Não
20,Outro,Viúvo,Norte,14525.97,Pós-graduado,Agressivo,26.1,401822.49,Curto Prazo,Financeiro,Semanal (Swing Trade),Médio,Não,Sim
22,Outro,Viúvo,Norte,15428.42,Pós-graduado,Conservador,14.4,533182.52,Aposentadoria,Saúde,Semanal (Swing Trade),Médio,Sim,Não
53,Masculino,Casado,Norte,9854.2,Fundamental,Arrojado,11.1,348475.62,Aposentadoria,Varejo,Semanal (Swing Trade),Alto,Sim,Sim
73,Feminino,Solteiro,Sul,32438.57,Superior Completo,Agressivo,10.0,175157.08,Curto Prazo,Energia Elétrica,Day Trade,Alto,Sim,Sim
20,Outro,Casado,Centro-Oeste,25392.69,Pós-graduado,Arrojado,18.5,478601.96,Educação dos Filhos,Tecnologia,Anual,Alto,Sim,Não
37,Masculino,Solteiro,Nordeste,36990.25,Superior Completo,Agressivo,12.3,351384.49,Diversificação,Outro,Semanal (Swing Trade),Baixo,Sim,Não
75,Feminino,Solteiro,Nordeste,9237.91,Pós-graduado,Moderado,19.3,727240.08,Educação dos Filhos,Saneamento,Semanal (Swing Trade),Baixo,Não,Não
39,Outro,Solteiro,Norte,3921.31,Médio,Moderado,16.9,721834.56,Renda Passiva,Outro,Day Trade,Médio,Sim,Não
26,Feminino,Casado,Norte,15609.64,Superior Incompleto,Conservador,26.4,259422.9,Reserva de Emergência,Tecnologia,Semanal (Swing Trade),Alto,Sim,Sim
63,Masculino,Divorciado,Nordeste,21161.58,Superior Incompleto,Conservador,2.6,855229.3,Compra de Imóvel,Varejo,Day Trade,Baixo,Não,Sim
47,Outro,Viúvo,Sul,3422.68,Fundamental,Moderado,10.0,995166.04,Reserva de Emergência,Tecnologia,Semanal (Swing Trade),Baixo,Não,Sim
34,Outro,Divorciado,Norte,26075.2,Pós-graduado,Agressivo,4.4,549468.29,Renda Passiva,Outro,Anual,Baixo,Não,Sim
21,Outro,Divorciado,Centro-Oeste,31017.8,Superior Completo,Agressivo,25.1,218112.5,Renda Passiva,Financeiro,Mensal,Alto,Não,Não
63,Masculino,Divorciado,Norte,34760.66,Superior Completo,Arrojado,16.8,826065.38,Aposentadoria,Saúde,Anual,Alto,Sim,Não
43,Feminino,Divorciado,Sudeste,15579.78,Superior Incompleto,Moderado,2.7,40837.87,Educação dos Filhos,Commodities,Anual,Baixo,Não,Sim
46,Feminino,Casado,Sudeste,12022.55,Pós-graduado,Conservador,24.4,127499.74,Curto Prazo,Varejo,Semanal (Swing Trade),Médio,Sim,Sim
47,Masculino,Solteiro,Norte,16669.53,Pós-graduado,Conservador,2.9,224997.9,Viagem,Tecnologia,Ocasional (Buy and Hold),Baixo,Sim,Sim
72,Masculino,Solteiro,Sudeste,4192.25,Médio,Moderado,18.4,107761.32,Viagem,Saneamento,Semanal (Swing Trade),Médio,Não,Não
18,Outro,Viúvo,Centro-Oeste,11159.69,Superior Incompleto,Arrojado,25.9,523855.75,Aposentadoria,Saneamento,Anual,Médio,Não,Não
37,Outro,Casado,Norte,26487.24,Fundamental,Agressivo,27.4,481142.56,Diversificação,Saúde,Day Trade,Baixo,Sim,Não
62,Feminino,Divorciado,Sul,34275.82,Superior Completo,Conservador,7.8,335261.49,Educação dos Filhos,Varejo,Anual,Baixo,Sim,Não
35,Outro,Viúvo,Norte,8066.49,Superior Incompleto,Agressivo,28.5,230248.51,Educação dos Filhos,Varejo,Mensal,Baixo,Sim,Sim
73,Feminino,Viúvo,Centro-Oeste,18840.04,Superior Incompleto,Agressivo,20.1,751440.33,Reserva de Emergência,Energia Elétrica,Day Trade,Baixo,Sim,Não
62,Masculino,Viúvo,Nordeste,24560.15,Médio,Agressivo,26.4,179974.09,Diversificação,Outro,Semanal (Swing Trade),Alto,Sim,Sim
63,Feminino,Viúvo,Nordeste,6269.35,Fundamental,Arrojado,21.3,391385.8,Reserva de Emergência,Construção Civil,Day Trade,Alto,Sim,Sim
18,Feminino,Divorciado,Norte,18814.02,Superior Incompleto,Arrojado,23.1,706158.45,Diversificação,Construção Civil,Semanal (Swing Trade),Alto,Sim,Não
65,Masculino,Solteiro,Nordeste,9695.73,Pós-graduado,Moderado,4.0,530313.46,Reserva de Emergência,Saúde,Day Trade,Baixo,Não,Sim
70,Masculino,Casado,Sudeste,30722.53,Superior Incompleto,Conservador,29.3,543986.75,Reserva de Emergência,Commodities,Anual,Baixo,Não,Não
70,Outro,Casado,Sudeste,7124.74,Pós-graduado,Agressivo,23.1,142596.98,Renda Passiva,Financeiro,Semanal (Swing Trade),Alto,Não,Não
49,Feminino,Divorciado,Nordeste,30286.16,Fundamental,Moderado,8.3,173099.85,Diversificação,Saneamento,Anual,Baixo,Sim,Não
61,Outro,Solteiro,Sul,3661.1,Superior Completo,Moderado,3.6,590180.42,Educação dos Filhos,Financeiro,Ocasional (Buy and Hold),Baixo,Não,Não
47,Outro,Casado,Sul,33415.52,Superior Completo,Agressivo,4.7,767523.72,Viagem,Commodities,Mensal,Médio,Sim,Sim
64,Outro,Solteiro,Centro-Oeste,21332.32,Superior Incompleto,Conservador,13.3,404235.41,Aposentadoria,Energia Elétrica,Ocasional (Buy and Hold),Baixo,Sim,Não
37,Feminino,Divorciado,Norte,29469.83,Pós-graduado,Moderado,26.1,422133.3,Reserva de Emergência,Papel e Celulose,Mensal,Baixo,Sim,Não
72,Feminino,Divorciado,Nordeste,28704.5,Pós-graduado,Conservador,2.5,316872.23,Viagem,Energia Elétrica,Ocasional (Buy and Hold),Médio,Sim,Não
25,Feminino,Solteiro,Norte,17919.07,Superior Completo,Arrojado,16.0,701428.06,Curto Prazo,Tecnologia,Mensal,Médio,Não,Não
61,Outro,Casado,Sul,35793.54,Fundamental,Conservador,6.0,77449.97,Educação dos Filhos,Varejo,Anual,Baixo,Não,Sim
44,Outro,Solteiro,Centro-Oeste,2019.94,Médio,Arrojado,27.4,545980.44,Viagem,Energia Elétrica,Anual,Médio,Não,Sim
18,Masculino,Casado,Sul,25439.4,Superior Incompleto,Conservador,7.3,590689.92,Renda Passiva,Varejo,Day Trade,Médio,Não,Não
73,Masculino,Viúvo,Nordeste,24385.41,Médio,Agressivo,16.1,846221.34,Diversificação,Tecnologia,Day Trade,Médio,Não,Não
31,Masculino,Solteiro,Sudeste,27374.22,Pós-graduado,Moderado,19.8,655778.48,Aposentadoria,Construção Civil,Ocasional (Buy and Hold),Baixo,Não,Sim
58,Masculino,Casado,Nordeste,18022.82,Médio,Conservador,12.1,430591.75,Curto Prazo,Commodities,Semanal (Swing Trade),Baixo,Não,Sim
42,Feminino,Solteiro,Sul,18699.76,Médio,Arrojado,1.3,873509.18,Renda Passiva,Financeiro,Mensal,Médio,Não,Não
62,Masculino,Casado,Nordeste,26382.84,Superior Incompleto,Agressivo,21.7,567004.31,Reserva de Emergência,Saúde,Mensal,Médio,Não,Não
57,Feminino,Viúvo,Norte,21838.79,Superior Incompleto,Conservador,27.1,471585.49,Renda Passiva,Outro,Day Trade,Alto,Não,Sim
36,Outro,Casado,Nordeste,8536.2,Superior Completo,Arrojado,11.2,304688.71,Reserva de Emergência,Varejo,Day Trade,Baixo,Sim,Não
62,Outro,Viúvo,Nordeste,8814.15,Superior Completo,Moderado,26.7,78890.89,Diversificação,Construção Civil,Ocasional (Buy and Hold),Alto,Não,Não
60,Masculino,Casado,Sudeste,34652.14,Médio,Arrojado,1.4,327928.95,Aposentadoria,Commodities,Semanal (Swing Trade),Baixo,Não,Sim
42,Masculino,Solteiro,Sudeste,6707.48,Pós-graduado,Arrojado,27.1,759089.04,Educação dos Filhos,Varejo,Ocasional (Buy and Hold),Médio,Não,Não
27,Outro,Solteiro,Sul,33190.16,Médio,Conservador,9.9,990815.49,Viagem,Construção Civil,Mensal,Baixo,Sim,Não
29,Feminino,Casado,Sul,4631.32,Superior Completo,Moderado,8.9,611793.21,Compra de Imóvel,Construção Civil,Anual,Alto,Sim,Não
44,Feminino,Solteiro,Norte,4225.03,Superior Incompleto,Conservador,11.4,764892.58,Diversificação,Energia Elétrica,Day Trade,Alto,Sim,Sim
63,Outro,Divorciado,Centro-Oeste,15905.11,Pós-graduado,Arrojado,27.1,918128.66,Aposentadoria,Commodities,Mensal,Baixo,Não,Sim
61,Masculino,Solteiro,Nordeste,18943.81,Superior Completo,Agressivo,0.2,538739.96,Educação dos Filhos,Outro,Anual,Alto,Sim,Não
68,Feminino,Divorciado,Sul,1650.62,Pós-graduado,Arrojado,19.2,938438.4,Curto Prazo,Commodities,Day Trade,Alto,Sim,Não
43,Outro,Viúvo,Nordeste,34990.11,Pós-graduado,Arrojado,17.9,587227.17,Diversificação,Energia Elétrica,Semanal (Swing Trade),Baixo,Sim,Sim
74,Feminino,Casado,Nordeste,14465.18,Superior Completo,Agressivo,4.4,776184.61,Compra de Imóvel,Saneamento,Day Trade,Alto,Sim,Sim
21,Feminino,Casado,Sul,28459.43,Pós-graduado,Agressivo,12.0,376207.26,Renda Passiva,Construção Civil,Day Trade,Alto,Sim,Não
41,Masculino,Casado,Norte,36285.52,Pós-graduado,Agressivo,2.0,244948.62,Educação dos Filhos,Commodities,Semanal (Swing Trade),Alto,Sim,Não
30,Masculino,Casado,Centro-Oeste,33788.59,Pós-graduado,Agressivo,9.8,519120.08,Reserva de Emergência,Commodities,Anual,Médio,Sim,Não
19,Outro,Divorciado,Norte,38200.21,Pós-graduado,Arrojado,15.8,559876.3,Viagem,Varejo,Day Trade,Médio,Sim,Não
25,Feminino,Casado,Sudeste,6593.12,Superior Incompleto,Conservador,26.9,759737.05,Educação dos Filhos,Saúde,Anual,Alto,Sim,Sim
73,Outro,Viúvo,Sudeste,9512.38,Superior Incompleto,Conservador,11.3,114025.41,Curto Prazo,Papel e Celulose,Semanal (Swing Trade),Médio,Não,Não
60,Feminino,Divorciado,Sudeste,19371.6,Fundamental,Arrojado,18.0,44390.51,Educação dos Filhos,Financeiro,Semanal (Swing Trade),Médio,Não,Não
31,Feminino,Casado,Norte,13214.53,Superior Completo,Conservador,20.7,6687.4,Compra de Imóvel,Papel e Celulose,Mensal,Baixo,Sim,Sim
56,Outro,Divorciado,Sudeste,8545.18,Superior Incompleto,Moderado,11.8,116551.62,Reserva de Emergência,Construção Civil,Day Trade,Baixo,Sim,Sim
71,Outro,Viúvo,Centro-Oeste,38272.43,Médio,Conservador,20.7,884039.79,Viagem,Saneamento,Anual,Alto,Não,Sim
45,Masculino,Viúvo,Norte,32886.91,Pós-graduado,Agressivo,26.1,457151.33,Viagem,Outro,Semanal (Swing Trade),Médio,Sim,Não
41,Masculino,Casado,Centro-Oeste,6477.76,Superior Completo,Arrojado,4.4,106715.29,Reserva de Emergência,Construção Civil,Mensal,Alto,Sim,Não
